title,year,quality,folder_path,file_path,size_bytes,container,original_path,fallback_mp4_path,has_mp4_fallback
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E02 - Preparing to Live_transcoded.mp4,699924599,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E02 - Preparing to Live_transcoded.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E03 - The Mathematician’s Ghost.mkv,370151937,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E03 - The Mathematician’s Ghost.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E03 - The Mathematician’s Ghost_transcoded.mp4,469500023,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E03 - The Mathematician’s Ghost_transcoded.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E04 - Barbarians at the Gate.mkv,317054610,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E04 - Barbarians at the Gate.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E04 - Barbarians at the Gate_transcoded.mp4,557842528,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E04 - Barbarians at the Gate_transcoded.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E05 - Upon Awakening.mkv,454886227,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E05 - Upon Awakening.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E06 - Death and the Maiden.mkv,491135124,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E06 - Death and the Maiden.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E07 - Mysteries and Martyrs.mkv,417497925,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E07 - Mysteries and Martyrs.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E08 - The Missing Piece.mkv,472123563,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E08 - The Missing Piece.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E09 - The First Crisis.mkv,518234162,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E09 - The First Crisis.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E10 - The Leap.mkv,551007322,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E10 - The Leap.mkv,,False
Free Willy,1993,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Free Willy (1993) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/Free Willy (1993) [1080p]/Free.Willy.1993.1080p.BluRay.x264.YIFY.mp4,1770673547,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Free Willy (1993) [1080p]/Free.Willy.1993.1080p.BluRay.x264.YIFY.mp4,,False
Free Willy 2 The Adventure Home,1995,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Free Willy 2 The Adventure Home (1995) [1080p] [WEBRip] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Free Willy 2 The Adventure Home (1995) [1080p] [WEBRip] [YTS.MX]/Free.Willy.2.The.Adventure.Home.1995.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,1749152455,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Free Willy 2 The Adventure Home (1995) [1080p] [WEBRip] [YTS.MX]/Free.Willy.2.The.Adventure.Home.1995.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,,False
Frozen The Hit Broadway Musical,2025,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Frozen The Hit Broadway Musical (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Frozen The Hit Broadway Musical (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Frozen.The.Hit.Broadway.Musical.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,5353290850,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Frozen The Hit Broadway Musical (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Frozen.The.Hit.Broadway.Musical.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Full Metal Jacket,1987,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Full Metal Jacket (1987) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Full Metal Jacket (1987) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Full.Metal.Jacket.1987.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,6243927333,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Full Metal Jacket (1987) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Full.Metal.Jacket.1987.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Furiosa A Mad Max Saga,2024,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Furiosa A Mad Max Saga (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Furiosa A Mad Max Saga (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Furiosa.A.Mad.Max.Saga.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,7100458671,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Furiosa A Mad Max Saga (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Furiosa.A.Mad.Max.Saga.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Godzilla Minus One,2023,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Godzilla Minus One (2023) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Godzilla Minus One (2023) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Godzilla.Minus.One.2023.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,5976666460,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Godzilla Minus One (2023) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Godzilla.Minus.One.2023.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Godzilla X Kong The New Empire,2024,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Godzilla X Kong The New Empire (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Godzilla X Kong The New Empire (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Godzilla.X.Kong.The.New.Empire.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,5489369595,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Godzilla X Kong The New Empire (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Godzilla.X.Kong.The.New.Empire.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Gullivers Travels,2010,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Gullivers Travels (2010) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Gullivers Travels (2010) [1080p] [BluRay] [5.1] [YTS.MX]/Gullivers.Travels.2010.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1676515712,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Gullivers Travels (2010) [1080p] [BluRay] [5.1] [YTS.MX]/Gullivers.Travels.2010.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
Happy Gilmore 2,2025,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Happy Gilmore 2 (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Happy Gilmore 2 (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Happy.Gilmore.2.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,5637762204,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Happy Gilmore 2 (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Happy.Gilmore.2.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Harry Potter And The Deathly Hallows Part 1,2010,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Harry Potter And The Deathly Hallows Part 1 (2010) [2160p] [4K] [BluRay] [HDR] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Harry Potter And The Deathly Hallows Part 1 (2010) [2160p] [4K] [BluRay] [HDR] [5.1] [YTS.MX]/Harry.Potter.And.The.Deathly.Hallows.Part.1.2010.2160p.4K.BluRay.x265.10bit.HDR.AAC5.1-[YTS.MX].mkv,7051274575,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Harry Potter And The Deathly Hallows Part 1 (2010) [2160p] [4K] [BluRay] [HDR] [5.1] [YTS.MX]/Harry.Potter.And.The.Deathly.Hallows.Part.1.2010.2160p.4K.BluRay.x265.10bit.HDR.AAC5.1-[YTS.MX].mkv,,False
The Reef,2006,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Reef (2006) [1080p] [WEBRip] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Reef (2006) [1080p] [WEBRip] [YTS.MX]/The.Reef.2006.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,1330667373,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Reef (2006) [1080p] [WEBRip] [YTS.MX]/The.Reef.2006.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,,False
The Return Of The King,1980,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Return Of The King (1980) [1080p] [WEBRip] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Return Of The King (1980) [1080p] [WEBRip] [YTS.MX]/The.Return.Of.The.King.1980.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,1736508531,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Return Of The King (1980) [1080p] [WEBRip] [YTS.MX]/The.Return.Of.The.King.1980.1080p.WEBRip.x264.AAC-[YTS.MX].mp4,,False
The Ritchie Blackmore Story,2015,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Ritchie Blackmore Story (2015) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Ritchie Blackmore Story (2015) [1080p] [BluRay] [5.1] [YTS.MX]/The.Ritchie.Blackmore.Story.2015.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1794949224,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Ritchie Blackmore Story (2015) [1080p] [BluRay] [5.1] [YTS.MX]/The.Ritchie.Blackmore.Story.2015.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
The Vikings,1958,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Vikings (1958) [1080p] [YTS.AG],/media/tushita/TUSHITA_W11_DATA/movies/The Vikings (1958) [1080p] [YTS.AG]/The.Vikings.1958.1080p.BluRay.x264-[YTS.AG].mp4,1873367163,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Vikings (1958) [1080p] [YTS.AG]/The.Vikings.1958.1080p.BluRay.x264-[YTS.AG].mp4,,False
The Way We Were,1973,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Way We Were (1973) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Way We Were (1973) [1080p] [BluRay] [5.1] [YTS.MX]/The.Way.We.Were.1973.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,2342612051,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Way We Were (1973) [1080p] [BluRay] [5.1] [YTS.MX]/The.Way.We.Were.1973.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
The Wild Robot,2024,2160p,/media/tushita/TUSHITA_W11_DATA/movies/The Wild Robot (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Wild Robot (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Wild.Robot.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,4874560158,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Wild Robot (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Wild.Robot.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.of.the.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.DDP5.1-RARBG,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.of.the.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.DDP5.1-RARBG/The.Lord.of.the.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.DDP5.1-RARBG.mkv,17112840440,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.of.the.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.DDP5.1-RARBG/The.Lord.of.the.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.DDP5.1-RARBG.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.Of.The.Rings.The.War.Of.The.Rohirrim.2024.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.Of.The.Rings.The.War.Of.The.Rohirrim.2024.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov/The.Lord.Of.The.Rings.The.War.Of.The.Rohirrim.2024.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov.mkv,1900555274,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The.Lord.Of.The.Rings.The.War.Of.The.Rohirrim.2024.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov/The.Lord.Of.The.Rings.The.War.Of.The.Rohirrim.2024.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/The.Tale.of.the.Princess.Kaguya.2013.BDRip.x264-PSYCHD[rarbg],/media/tushita/TUSHITA_W11_DATA/movies/The.Tale.of.the.Princess.Kaguya.2013.BDRip.x264-PSYCHD[rarbg]/the.tale.of.the.princess.kaguya.2013.bdrip.x264-psychd.mkv,1055589334,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The.Tale.of.the.Princess.Kaguya.2013.BDRip.x264-PSYCHD[rarbg]/the.tale.of.the.princess.kaguya.2013.bdrip.x264-psychd.mkv,,False
Thunderbolt And Lightfoot,1974,REMASTERED,/media/tushita/TUSHITA_W11_DATA/movies/Thunderbolt And Lightfoot (1974) [REMASTERED] [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Thunderbolt And Lightfoot (1974) [REMASTERED] [1080p] [BluRay] [5.1] [YTS.MX]/Thunderbolt.And.Lightfoot.1974.REMASTERED.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,2272227805,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Thunderbolt And Lightfoot (1974) [REMASTERED] [1080p] [BluRay] [5.1] [YTS.MX]/Thunderbolt.And.Lightfoot.1974.REMASTERED.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
Turbo A Power Rangers Movie,1997,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Turbo A Power Rangers Movie (1997) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Turbo A Power Rangers Movie (1997) [1080p] [BluRay] [5.1] [YTS.MX]/Turbo.A.Power.Rangers.Movie.1997.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1970973543,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Turbo A Power Rangers Movie (1997) [1080p] [BluRay] [5.1] [YTS.MX]/Turbo.A.Power.Rangers.Movie.1997.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
Wallace Gromit Vengeance Most Fowl,2024,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Wallace Gromit Vengeance Most Fowl (2024) [1080p] [WEBRip] [x265] [10bit] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Wallace Gromit Vengeance Most Fowl (2024) [1080p] [WEBRip] [x265] [10bit] [YTS.MX]/Wallace.Gromit.Vengeance.Most.Fowl.2024.1080p.WEBRip.x265.10bit.AAC-[YTS.MX].mp4,1216889324,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wallace Gromit Vengeance Most Fowl (2024) [1080p] [WEBRip] [x265] [10bit] [YTS.MX]/Wallace.Gromit.Vengeance.Most.Fowl.2024.1080p.WEBRip.x265.10bit.AAC-[YTS.MX].mp4,,False
Wicked,2024,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Wicked (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Wicked (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Wicked.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,7733557347,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Wicked (2024) [2160p] [4K] [WEB] [5.1] [YTS.MX]/Wicked.2024.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E01_Mom of a Croc.mp4,858511302,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E01_Mom of a Croc.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E02_Whale of a Squid.mp4,857407548,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E02_Whale of a Squid.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E03_Aardvark Town.mp4,965066106,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E03_Aardvark Town.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E04_Flight of the Draco.mp4,813443028,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E04_Flight of the Draco.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E05_Mystery of the Squirmy Wormy.mp4,1013990649,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E05_Mystery of the Squirmy Wormy.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E06_Platypus Cafe.mp4,1392849207,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E06_Platypus Cafe.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E07_Build it Beaver.mp4,995496426,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E07_Build it Beaver.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E08_Voyage of the Butterflier XT.mp4,1279737225,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E08_Voyage of the Butterflier XT.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E09_Honey Seekers.mp4,975097811,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E09_Honey Seekers.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E10_Bass Class.mp4,828826157,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Wild Kratts/Wild Kratts Season 1_S01E10_Bass Class.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Wild.Combination.A.Portrait.Of.Arthur.Russell.2008.DOCU.DVDRip.XviD-RiTALiN.[www.FilmsBT.com],/media/tushita/TUSHITA_W11_DATA/movies/Wild.Combination.A.Portrait.Of.Arthur.Russell.2008.DOCU.DVDRip.XviD-RiTALiN.[www.FilmsBT.com]/Wild.Combination.A.Portrait.Of.Arthur.Russell.2008.DOCU.DVDRip.XviD-RiTALiN.avi,734390272,avi,/media/tushita/TUSHITA_W11_DATA/movies/Wild.Combination.A.Portrait.Of.Arthur.Russell.2008.DOCU.DVDRip.XviD-RiTALiN.[www.FilmsBT.com]/Wild.Combination.A.Portrait.Of.Arthur.Russell.2008.DOCU.DVDRip.XviD-RiTALiN.avi,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 10 (BD 1080p AV1).mkv,127997347,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 10 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Escaflowne The Movie (2000) (BD 1080p AV1).mkv,688631329,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Escaflowne The Movie (2000) (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 01 (BD 1080p AV1).mkv,177181989,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 01 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 02 (BD 1080p AV1).mkv,181453617,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 02 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 03 (BD 1080p AV1).mkv,140841936,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 03 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 04 (BD 1080p AV1).mkv,173199039,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 04 (BD 1080p AV1).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 05 (BD 1080p AV1).mkv,161681019,mkv,/media/tushita/TUSHITA_W11_DATA/movies/[Trix] Escaflowne (Season 1 + Movie) - AV1/[Trix] Tenkuu no Escaflowne 05 (BD 1080p AV1).mkv,,False
